LoanDetailID,NAICSCode,NAICSDescription,LoanStatus,RevolverStatus,AsOfDate,ApprovalDate,ApprovalFiscalYear
15219,448120,Women's Clothing Stores,PIF,0,30/9/2020,1/28/2010,2010
15220,423330,Roofing  Siding  and Insulation Material Merchant Wholesalers,PIF,1,30/9/2020,1/28/2010,2010
15221,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,1/28/2010,2010
15222,238220,Plumbing  Heating  and Air-Conditioning Contractors,PIF,0,30/9/2020,1/28/2010,2010
15223,541940,Veterinary Services,CANCLD,0,30/9/2020,1/28/2010,2010
15224,541519,Other Computer Related Services,CANCLD,0,30/9/2020,1/28/2010,2010
15225,422610,Plastics Materials and Basic Forms and Shapes Wholesalers,PIF,1,30/9/2020,1/28/2010,2010
15226,541110,Offices of Lawyers,PIF,0,30/9/2020,1/28/2010,2010
15227,484220,Specialized Freight (except Used Goods) Trucking  Local,CANCLD,1,30/9/2020,1/28/2010,2010
15228,522291,Consumer Lending,PIF,0,30/9/2020,1/28/2010,2010
15229,811111,General Automotive Repair,PIF,0,30/9/2020,1/28/2010,2010
15230,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,PIF,1,30/9/2020,1/28/2010,2010
15231,113310,Logging,CANCLD,0,30/9/2020,1/28/2010,2010
15232,484121,General Freight Trucking  Long Distance  Truckload,PIF,0,30/9/2020,1/28/2010,2010
15233,541690,Other Scientific and Technical Consulting Services,CANCLD,0,30/9/2020,1/28/2010,2010
15234,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,PIF,0,30/9/2020,1/28/2010,2010
15235,445230,Fruit and Vegetable Markets,PIF,0,30/9/2020,1/28/2010,2010
15236,561790,Other Services to Buildings and Dwellings,PIF,1,30/9/2020,1/28/2010,2010
15237,621210,Offices of Dentists,PIF,1,30/9/2020,1/28/2010,2010
15238,524210,Insurance Agencies and Brokerages,PIF,0,30/9/2020,1/28/2010,2010
15239,339999,All Other Miscellaneous Manufacturing,EXEMPT,0,30/9/2020,1/28/2010,2010
15240,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,1/28/2010,2010
15241,446191,Food (Health) Supplement Stores,CHGOFF,0,30/9/2020,1/28/2010,2010
15242,484121,General Freight Trucking  Long Distance  Truckload,PIF,0,30/9/2020,1/28/2010,2010
15243,812112,Beauty Salons,CANCLD,0,30/9/2020,1/28/2010,2010
15244,812112,Beauty Salons,PIF,0,30/9/2020,1/28/2010,2010
15245,812112,Beauty Salons,PIF,0,30/9/2020,1/28/2010,2010
15246,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,1/28/2010,2010
15247,541110,Offices of Lawyers,PIF,0,30/9/2020,1/28/2010,2010
15248,484121,General Freight Trucking  Long Distance  Truckload,PIF,1,30/9/2020,1/28/2010,2010
15249,722310,Food Service Contractors,PIF,1,30/9/2020,1/28/2010,2010
15250,441110,New Car Dealers,PIF,1,30/9/2020,1/28/2010,2010
15251,236115,New Single-Family Housing Construction (except Operative Builders),PIF,0,30/9/2020,1/28/2010,2010
15252,446130,Optical Goods Stores,PIF,0,30/9/2020,1/28/2010,2010
15253,321114,Wood Preservation,PIF,0,30/9/2020,1/28/2010,2010
15254,454390,Other Direct Selling Establishments,PIF,0,30/9/2020,1/28/2010,2010
15255,561621,Security Systems Services (except Locksmiths),PIF,1,30/9/2020,1/28/2010,2010
15256,561410,Document Preparation Services,CHGOFF,1,30/9/2020,1/28/2010,2010
15257,238210,Electrical Contractors,PIF,0,30/9/2020,1/28/2010,2010
15258,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,1/28/2010,2010
15259,115116,Farm Management Services,PIF,1,30/9/2020,1/28/2010,2010
15260,621111,Offices of Physicians (except Mental Health Specialists),CHGOFF,0,30/9/2020,1/28/2010,2010
15261,446110,Pharmacies and Drug Stores,PIF,0,30/9/2020,1/28/2010,2010
15262,621210,Offices of Dentists,PIF,0,30/9/2020,1/28/2010,2010
15263,532310,General Rental Centers,PIF,0,30/9/2020,1/28/2010,2010
15264,722110,Full-Service Restaurants,PIF,0,30/9/2020,1/28/2010,2010
15265,722110,Full-Service Restaurants,CANCLD,1,30/9/2020,1/28/2010,2010
15266,541219,Other Accounting Services,PIF,0,30/9/2020,1/28/2010,2010
15267,236220,Commercial and Institutional Building Construction,CANCLD,1,30/9/2020,1/28/2010,2010
15268,332710,Machine Shops,PIF,0,30/9/2020,1/28/2010,2010
15269,115114,Postharvest Crop Activities (except Cotton Ginning),PIF,0,30/9/2020,1/28/2010,2010
15270,531210,Offices of Real Estate Agents and Brokers,PIF,0,30/9/2020,1/28/2010,2010
15271,812210,Funeral Homes and Funeral Services,PIF,0,30/9/2020,1/28/2010,2010
15272,811111,General Automotive Repair,PIF,0,30/9/2020,1/28/2010,2010
15273,541519,Other Computer Related Services,PIF,0,30/9/2020,1/28/2010,2010
15274,812112,Beauty Salons,PIF,0,30/9/2020,1/28/2010,2010
15275,621310,Offices of Chiropractors,CHGOFF,0,30/9/2020,1/28/2010,2010
15276,238210,Electrical Contractors,PIF,0,30/9/2020,1/28/2010,2010
15277,441221,Motorcycle Dealers,CHGOFF,0,30/9/2020,1/28/2010,2010
15278,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,1/28/2010,2010
15279,448210,Shoe Stores,PIF,1,30/9/2020,1/28/2010,2010
15280,811121,Automotive Body  Paint  and Interior Repair and Maintenance,EXEMPT,0,30/9/2020,1/28/2010,2010
15281,447110,Gasoline Stations with Convenience Stores,CANCLD,1,30/9/2020,1/28/2010,2010
15282,562119,Other Waste Collection,PIF,0,30/9/2020,1/28/2010,2010
15283,484110,General Freight Trucking  Local,PIF,0,30/9/2020,1/28/2010,2010
15284,562119,Other Waste Collection,PIF,1,30/9/2020,1/28/2010,2010
15285,333911,Pump and Pumping Equipment Manufacturing,PIF,0,30/9/2020,1/28/2010,2010
15286,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,1/28/2010,2010
15287,236220,Commercial and Institutional Building Construction,CANCLD,0,30/9/2020,1/28/2010,2010
15288,332311,Prefabricated Metal Building and Component Manufacturing,PIF,0,30/9/2020,1/28/2010,2010
15289,424490,Other Grocery and Related Products Merchant Wholesalers,CHGOFF,0,30/9/2020,1/28/2010,2010
15290,484110,General Freight Trucking  Local,PIF,0,30/9/2020,1/28/2010,2010
15291,517919,All Other Telecommunications,PIF,0,30/9/2020,1/28/2010,2010
15292,238210,Electrical Contractors,CANCLD,0,30/9/2020,1/28/2010,2010
15293,236115,New Single-Family Housing Construction (except Operative Builders),PIF,1,30/9/2020,1/28/2010,2010
15294,541512,Computer Systems Design Services,PIF,0,30/9/2020,1/28/2010,2010
15295,541512,Computer Systems Design Services,PIF,1,30/9/2020,1/28/2010,2010
15296,722211,Limited-Service Restaurants,CHGOFF,0,30/9/2020,1/28/2010,2010
15297,238290,Other Building Equipment Contractors,CHGOFF,0,30/9/2020,1/28/2010,2010
15298,424480,Fresh Fruit and Vegetable Merchant Wholesalers,PIF,1,30/9/2020,1/28/2010,2010
15299,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/28/2010,2010
15300,621320,Offices of Optometrists,PIF,1,30/9/2020,1/28/2010,2010
15301,541219,Other Accounting Services,PIF,0,30/9/2020,1/28/2010,2010
15302,812990,All Other Personal Services,PIF,0,30/9/2020,1/28/2010,2010
15303,236118,Residential Remodelers,PIF,0,30/9/2020,1/28/2010,2010
15304,621310,Offices of Chiropractors,PIF,1,30/9/2020,1/28/2010,2010
15305,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,1/28/2010,2010
15306,722110,Full-Service Restaurants,PIF,0,30/9/2020,1/28/2010,2010
15307,621310,Offices of Chiropractors,PIF,1,30/9/2020,1/28/2010,2010
15308,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,1/28/2010,2010
15309,541350,Building Inspection Services,PIF,1,30/9/2020,1/28/2010,2010
15310,441110,New Car Dealers,CANCLD,0,30/9/2020,1/28/2010,2010
15311,113310,Logging,CANCLD,1,30/9/2020,1/28/2010,2010
15312,621511,Medical Laboratories,PIF,1,30/9/2020,1/28/2010,2010
15313,812112,Beauty Salons,CANCLD,1,30/9/2020,1/28/2010,2010
15314,541940,Veterinary Services,PIF,0,30/9/2020,1/28/2010,2010
15315,811192,Car Washes,PIF,0,30/9/2020,1/28/2010,2010
15316,238210,Electrical Contractors,CANCLD,0,30/9/2020,1/28/2010,2010
15317,523999,Miscellaneous Financial Investment Activities,CANCLD,0,30/9/2020,1/28/2010,2010
15318,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,1/28/2010,2010
15319,812112,Beauty Salons,PIF,0,30/9/2020,1/28/2010,2010
15320,524210,Insurance Agencies and Brokerages,CANCLD,1,30/9/2020,1/29/2010,2010
15321,623311,Continuing Care Retirement Communities,PIF,0,30/9/2020,1/29/2010,2010
15322,611620,Sports and Recreation Instruction,EXEMPT,0,30/9/2020,1/29/2010,2010
15323,236118,Residential Remodelers,PIF,0,30/9/2020,1/29/2010,2010
15324,423450,Medical  Dental  and Hospital Equipment and Supplies Merchant Wholesal,PIF,1,30/9/2020,1/29/2010,2010
15325,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),PIF,0,30/9/2020,1/29/2010,2010
15326,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,1/29/2010,2010
15327,722110,Full-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15328,541519,Other Computer Related Services,PIF,0,30/9/2020,1/29/2010,2010
15329,541370,Surveying and Mapping (except Geophysical) Services,PIF,0,30/9/2020,1/29/2010,2010
15330,812112,Beauty Salons,EXEMPT,0,30/9/2020,1/29/2010,2010
15331,446110,Pharmacies and Drug Stores,PIF,1,30/9/2020,1/29/2010,2010
15332,321920,Wood Container and Pallet Manufacturing,PIF,0,30/9/2020,1/29/2010,2010
15333,621310,Offices of Chiropractors,PIF,0,30/9/2020,1/29/2010,2010
15334,424930,Flower  Nursery Stock  and Florists' Supplies Merchant Wholesalers,CHGOFF,0,30/9/2020,1/29/2010,2010
15335,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,1/29/2010,2010
15336,561612,Security Guards and Patrol Services,PIF,0,30/9/2020,1/29/2010,2010
15337,713950,Bowling Centers,EXEMPT,0,30/9/2020,1/29/2010,2010
15338,445110,Supermarkets and Other Grocery (except Convenience) Stores,CHGOFF,0,30/9/2020,1/29/2010,2010
15339,326199,All Other Plastics Product Manufacturing,CANCLD,0,30/9/2020,1/29/2010,2010
15340,323119,Other Commercial Printing,PIF,0,30/9/2020,1/29/2010,2010
15341,453110,Florists,PIF,1,30/9/2020,1/29/2010,2010
15342,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),CANCLD,1,30/9/2020,1/29/2010,2010
15343,448130,Children's and Infants' Clothing Stores,PIF,0,30/9/2020,1/29/2010,2010
15344,453310,Used Merchandise Stores,PIF,1,30/9/2020,1/29/2010,2010
15345,541614,Process  Physical Distribution  and Logistics Consulting Services,PIF,0,30/9/2020,1/29/2010,2010
15346,541330,Engineering Services,PIF,0,30/9/2020,1/29/2010,2010
15347,442299,All Other Home Furnishings Stores,PIF,0,30/9/2020,1/29/2010,2010
15348,451140,Musical Instrument and Supplies Stores,PIF,1,30/9/2020,1/29/2010,2010
15349,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,1/29/2010,2010
15350,621512,Diagnostic Imaging Centers,PIF,0,30/9/2020,1/29/2010,2010
15351,541330,Engineering Services,CHGOFF,0,30/9/2020,1/29/2010,2010
15352,445120,Convenience Stores,CANCLD,0,30/9/2020,1/29/2010,2010
15353,621210,Offices of Dentists,PIF,1,30/9/2020,1/29/2010,2010
15354,424930,Flower  Nursery Stock  and Florists' Supplies Merchant Wholesalers,CHGOFF,1,30/9/2020,1/29/2010,2010
15355,237990,Other Heavy and Civil Engineering Construction,PIF,0,30/9/2020,1/29/2010,2010
15356,423450,Medical  Dental  and Hospital Equipment and Supplies Merchant Wholesal,PIF,0,30/9/2020,1/29/2010,2010
15357,238910,Site Preparation Contractors,PIF,0,30/9/2020,1/29/2010,2010
15358,621111,Offices of Physicians (except Mental Health Specialists),PIF,1,30/9/2020,1/29/2010,2010
15359,541330,Engineering Services,PIF,0,30/9/2020,1/29/2010,2010
15360,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,1/29/2010,2010
15361,722110,Full-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15362,561730,Landscaping Services,PIF,0,30/9/2020,1/29/2010,2010
15363,621111,Offices of Physicians (except Mental Health Specialists),PIF,1,30/9/2020,1/29/2010,2010
15364,524126,Direct Property and Casualty Insurance Carriers,PIF,0,30/9/2020,1/29/2010,2010
15365,621111,Offices of Physicians (except Mental Health Specialists),CHGOFF,0,30/9/2020,1/29/2010,2010
15366,812990,All Other Personal Services,CANCLD,1,30/9/2020,1/29/2010,2010
15367,812990,All Other Personal Services,PIF,0,30/9/2020,1/29/2010,2010
15368,721211,RV (Recreational Vehicle) Parks and Campgrounds,PIF,0,30/9/2020,1/29/2010,2010
15369,541211,Offices of Certified Public Accountants,PIF,0,30/9/2020,1/29/2010,2010
15370,446110,Pharmacies and Drug Stores,PIF,0,30/9/2020,1/29/2010,2010
15371,812910,Pet Care (except Veterinary) Services,PIF,0,30/9/2020,1/29/2010,2010
15372,442110,Furniture Stores,PIF,1,30/9/2020,1/29/2010,2010
15373,238990,All Other Specialty Trade Contractors,PIF,0,30/9/2020,1/29/2010,2010
15374,811310,Commercial and Industrial Machinery and Equipment (except Automotive a,CANCLD,1,30/9/2020,1/29/2010,2010
15375,424480,Fresh Fruit and Vegetable Merchant Wholesalers,CHGOFF,0,30/9/2020,1/29/2010,2010
15376,811192,Car Washes,PIF,0,30/9/2020,1/29/2010,2010
15377,813920,Professional Organizations,PIF,0,30/9/2020,1/29/2010,2010
15378,621310,Offices of Chiropractors,PIF,1,30/9/2020,1/29/2010,2010
15379,621310,Offices of Chiropractors,PIF,0,30/9/2020,1/29/2010,2010
15380,448120,Women's Clothing Stores,PIF,1,30/9/2020,1/29/2010,2010
15381,451110,Sporting Goods Stores,CHGOFF,0,30/9/2020,1/29/2010,2010
15382,238990,All Other Specialty Trade Contractors,PIF,1,30/9/2020,1/29/2010,2010
15383,238990,All Other Specialty Trade Contractors,PIF,0,30/9/2020,1/29/2010,2010
15384,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15385,238160,Roofing Contractors,PIF,1,30/9/2020,1/29/2010,2010
15386,541360,Geophysical Surveying and Mapping Services,PIF,1,30/9/2020,1/29/2010,2010
15387,424690,Other Chemical and Allied Products Merchant Wholesalers,PIF,0,30/9/2020,1/29/2010,2010
15388,722211,Limited-Service Restaurants,CANCLD,0,30/9/2020,1/29/2010,2010
15389,112320,Broilers and Other Meat Type,PIF,0,30/9/2020,1/29/2010,2010
15390,442110,Furniture Stores,EXEMPT,0,30/9/2020,1/29/2010,2010
15391,621320,Offices of Optometrists,PIF,1,30/9/2020,1/29/2010,2010
15392,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Whole,PIF,0,30/9/2020,1/29/2010,2010
15393,541511,Custom Computer Programming Services,PIF,0,30/9/2020,1/29/2010,2010
15394,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15395,541511,Custom Computer Programming Services,PIF,0,30/9/2020,1/29/2010,2010
15396,236118,Residential Remodelers,CHGOFF,1,30/9/2020,1/29/2010,2010
15397,541618,Other Management Consulting Services,PIF,0,30/9/2020,1/29/2010,2010
15398,447110,Gasoline Stations with Convenience Stores,PIF,1,30/9/2020,1/29/2010,2010
15399,541430,Graphic Design Services,PIF,0,30/9/2020,1/29/2010,2010
15400,238130,Framing Contractors,PIF,1,30/9/2020,1/29/2010,2010
15401,541922,Commercial Photography,PIF,0,30/9/2020,1/29/2010,2010
15402,451130,Sewing  Needlework  and Piece Goods Stores,CHGOFF,0,30/9/2020,1/29/2010,2010
15403,812112,Beauty Salons,PIF,0,30/9/2020,1/29/2010,2010
15404,445291,Baked Goods Stores,CHGOFF,0,30/9/2020,1/29/2010,2010
15405,323113,Commercial Screen Printing,PIF,0,30/9/2020,1/29/2010,2010
15406,332710,Machine Shops,PIF,0,30/9/2020,1/29/2010,2010
15407,811198,All Other Automotive Repair and Maintenance,PIF,0,30/9/2020,1/29/2010,2010
15408,561730,Landscaping Services,PIF,0,30/9/2020,1/29/2010,2010
15409,611699,All Other Miscellaneous Schools and Instruction,PIF,0,30/9/2020,1/29/2010,2010
15410,541430,Graphic Design Services,CHGOFF,0,30/9/2020,1/29/2010,2010
15411,541921,Photography Studios  Portrait,EXEMPT,0,30/9/2020,1/29/2010,2010
15412,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,1/29/2010,2010
15413,621111,Offices of Physicians (except Mental Health Specialists),PIF,0,30/9/2020,1/29/2010,2010
15414,541990,All Other Professional  Scientific  and Technical Services,PIF,0,30/9/2020,1/29/2010,2010
15415,452910,Warehouse Clubs and Superstores,CHGOFF,0,30/9/2020,1/29/2010,2010
15416,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,1/29/2010,2010
15417,321920,Wood Container and Pallet Manufacturing,EXEMPT,0,30/9/2020,1/29/2010,2010
15418,541990,All Other Professional  Scientific  and Technical Services,PIF,1,30/9/2020,1/29/2010,2010
15419,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),PIF,0,30/9/2020,1/29/2010,2010
15420,531210,Offices of Real Estate Agents and Brokers,PIF,1,30/9/2020,1/29/2010,2010
15421,541511,Custom Computer Programming Services,CANCLD,1,30/9/2020,1/29/2010,2010
15422,334119,Other Computer Peripheral Equipment Manufacturing,PIF,0,30/9/2020,1/29/2010,2010
15423,621210,Offices of Dentists,PIF,0,30/9/2020,1/29/2010,2010
15424,541511,Custom Computer Programming Services,PIF,0,30/9/2020,1/29/2010,2010
15425,811111,General Automotive Repair,CANCLD,0,30/9/2020,1/29/2010,2010
15426,444190,Other Building Material Dealers,PIF,0,30/9/2020,1/29/2010,2010
15427,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,PIF,0,30/9/2020,1/29/2010,2010
15428,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15429,722110,Full-Service Restaurants,CHGOFF,1,30/9/2020,1/29/2010,2010
15430,812112,Beauty Salons,PIF,0,30/9/2020,1/29/2010,2010
15431,722410,Drinking Places (Alcoholic Beverages),PIF,0,30/9/2020,1/29/2010,2010
15432,331221,Rolled Steel Shape Manufacturing,PIF,0,30/9/2020,1/29/2010,2010
15433,811198,All Other Automotive Repair and Maintenance,PIF,0,30/9/2020,1/29/2010,2010
15434,488999,All Other Support Activities for Transportation,PIF,0,30/9/2020,1/29/2010,2010
15435,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,PIF,0,30/9/2020,1/29/2010,2010
15436,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),PIF,0,30/9/2020,1/29/2010,2010
15437,445310,Beer  Wine  and Liquor Stores,PIF,0,30/9/2020,1/29/2010,2010
15438,448140,Family Clothing Stores,PIF,1,30/9/2020,1/29/2010,2010
15439,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,PIF,0,30/9/2020,1/29/2010,2010
15440,512199,Other Motion Picture and Video Industries,PIF,1,30/9/2020,1/29/2010,2010
15441,621310,Offices of Chiropractors,CHGOFF,1,30/9/2020,1/29/2010,2010
15442,531390,Other Activities Related to Real Estate,PIF,0,30/9/2020,1/29/2010,2010
15443,561730,Landscaping Services,EXEMPT,0,30/9/2020,1/29/2010,2010
15444,722110,Full-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15445,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,PIF,1,30/9/2020,1/29/2010,2010
15446,812990,All Other Personal Services,PIF,0,30/9/2020,1/29/2010,2010
15447,524210,Insurance Agencies and Brokerages,PIF,0,30/9/2020,1/29/2010,2010
15448,321920,Wood Container and Pallet Manufacturing,PIF,1,30/9/2020,1/29/2010,2010
15449,447110,Gasoline Stations with Convenience Stores,PIF,0,30/9/2020,1/29/2010,2010
15450,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),CHGOFF,0,30/9/2020,1/29/2010,2010
15451,621498,All Other Outpatient Care Centers,CHGOFF,0,30/9/2020,1/29/2010,2010
15452,238110,Poured Concrete Foundation and Structure Contractors,PIF,1,30/9/2020,1/29/2010,2010
15453,323110,Commercial Lithographic Printing,PIF,0,30/9/2020,1/29/2010,2010
15454,238320,Painting and Wall Covering Contractors,PIF,1,30/9/2020,1/29/2010,2010
15455,236118,Residential Remodelers,PIF,1,30/9/2020,1/29/2010,2010
15456,454311,Heating Oil Dealers,PIF,1,30/9/2020,1/29/2010,2010
15457,721110,Hotels (except Casino Hotels) and Motels,PIF,0,30/9/2020,1/29/2010,2010
15458,454390,Other Direct Selling Establishments,PIF,1,30/9/2020,1/29/2010,2010
15459,323116,Manifold Business Forms Printing,CANCLD,0,30/9/2020,1/29/2010,2010
15460,561990,All Other Support Services,PIF,0,30/9/2020,1/29/2010,2010
15461,621111,Offices of Physicians (except Mental Health Specialists),CANCLD,0,30/9/2020,1/29/2010,2010
15462,541940,Veterinary Services,CANCLD,0,30/9/2020,1/29/2010,2010
15463,541940,Veterinary Services,PIF,0,30/9/2020,1/29/2010,2010
15464,722110,Full-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15465,424930,Flower  Nursery Stock  and Florists' Supplies Merchant Wholesalers,CHGOFF,0,30/9/2020,1/29/2010,2010
15466,445210,Meat Markets,PIF,0,30/9/2020,1/29/2010,2010
15467,722211,Limited-Service Restaurants,CHGOFF,0,30/9/2020,1/29/2010,2010
15468,621310,Offices of Chiropractors,PIF,0,30/9/2020,1/29/2010,2010
15469,454390,Other Direct Selling Establishments,PIF,1,30/9/2020,1/29/2010,2010
15470,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15471,812112,Beauty Salons,CHGOFF,0,30/9/2020,1/29/2010,2010
15472,311710,Seafood Product Preparation and Packaging,CHGOFF,0,30/9/2020,1/29/2010,2010
15473,722110,Full-Service Restaurants,CHGOFF,0,30/9/2020,1/29/2010,2010
15474,236115,New Single-Family Housing Construction (except Operative Builders),PIF,0,30/9/2020,1/29/2010,2010
15475,722110,Full-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15476,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15477,541430,Graphic Design Services,PIF,0,30/9/2020,1/29/2010,2010
15478,541211,Offices of Certified Public Accountants,PIF,1,30/9/2020,1/29/2010,2010
15479,524210,Insurance Agencies and Brokerages,CANCLD,1,30/9/2020,1/29/2010,2010
15480,541211,Offices of Certified Public Accountants,PIF,0,30/9/2020,1/29/2010,2010
15481,621320,Offices of Optometrists,PIF,0,30/9/2020,1/29/2010,2010
15482,541110,Offices of Lawyers,PIF,0,30/9/2020,1/29/2010,2010
15483,812320,Drycleaning and Laundry Services (except Coin-Operated),PIF,0,30/9/2020,1/29/2010,2010
15484,811111,General Automotive Repair,CHGOFF,0,30/9/2020,1/29/2010,2010
15485,621210,Offices of Dentists,PIF,0,30/9/2020,1/29/2010,2010
15486,321920,Wood Container and Pallet Manufacturing,PIF,0,30/9/2020,1/29/2010,2010
15487,443112,Radio  Television  and Other Electronics Stores,CHGOFF,0,30/9/2020,1/29/2010,2010
15488,446120,Cosmetics  Beauty Supplies  and Perfume Stores,CHGOFF,0,30/9/2020,1/29/2010,2010
15489,541618,Other Management Consulting Services,CHGOFF,0,30/9/2020,1/29/2010,2010
15490,722410,Drinking Places (Alcoholic Beverages),PIF,1,30/9/2020,1/29/2010,2010
15491,445291,Baked Goods Stores,PIF,0,30/9/2020,1/29/2010,2010
15492,443130,Camera and Photographic Supplies Stores,PIF,0,30/9/2020,1/29/2010,2010
15493,446199,All Other Health and Personal Care Stores,PIF,0,30/9/2020,1/29/2010,2010
15494,446110,Pharmacies and Drug Stores,PIF,0,30/9/2020,1/29/2010,2010
15495,238160,Roofing Contractors,CANCLD,1,30/9/2020,1/29/2010,2010
15496,336999,All Other Transportation Equipment Manufacturing,CANCLD,0,30/9/2020,1/29/2010,2010
15497,532412,Construction  Mining  and Forestry Machinery and Equipment Rental and,PIF,0,30/9/2020,1/29/2010,2010
15498,453910,Pet and Pet Supplies Stores,PIF,0,30/9/2020,1/29/2010,2010
15499,488991,Packing and Crating,PIF,0,30/9/2020,1/29/2010,2010
15500,624410,Child Day Care Services,PIF,0,30/9/2020,1/29/2010,2010
15501,238130,Framing Contractors,CHGOFF,0,30/9/2020,1/29/2010,2010
15502,238190,Other Foundation  Structure  and Building Exterior Contractors,PIF,0,30/9/2020,1/29/2010,2010
15503,484110,General Freight Trucking  Local,PIF,0,30/9/2020,1/29/2010,2010
15504,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/29/2010,2010
15505,445310,Beer  Wine  and Liquor Stores,CANCLD,0,30/9/2020,1/30/2010,2010
15506,445291,Baked Goods Stores,PIF,0,30/9/2020,1/31/2010,2010
15507,722211,Limited-Service Restaurants,PIF,0,30/9/2020,1/31/2010,2010
15508,722320,Caterers,PIF,0,30/9/2020,2/1/2010,2010
15509,722213,Snack and Nonalcoholic Beverage Bars,PIF,0,30/9/2020,2/1/2010,2010
15510,713990,All Other Amusement and Recreation Industries,CANCLD,0,30/9/2020,2/1/2010,2010
15511,448130,Children's and Infants' Clothing Stores,PIF,0,30/9/2020,2/1/2010,2010
15512,541512,Computer Systems Design Services,PIF,0,30/9/2020,2/1/2010,2010
15513,621610,Home Health Care Services,PIF,1,30/9/2020,2/1/2010,2010
15514,561730,Landscaping Services,PIF,0,30/9/2020,2/1/2010,2010
15515,238990,All Other Specialty Trade Contractors,CHGOFF,0,30/9/2020,2/1/2010,2010
15516,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,CHGOFF,0,30/9/2020,2/1/2010,2010
15517,454111,Electronic Shopping,PIF,0,30/9/2020,2/1/2010,2010
15518,812112,Beauty Salons,PIF,0,30/9/2020,2/1/2010,2010
15519,327390,Other Concrete Product Manufacturing,PIF,0,30/9/2020,2/1/2010,2010
15520,713990,All Other Amusement and Recreation Industries,PIF,1,30/9/2020,2/1/2010,2010
15521,332211,Cutlery and Flatware (except Precious) Manufacturing,PIF,0,30/9/2020,2/1/2010,2010
15522,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,PIF,1,30/9/2020,2/1/2010,2010
15523,211111,Crude Petroleum and Natural Gas,CANCLD,0,30/9/2020,2/1/2010,2010
15524,812990,All Other Personal Services,PIF,0,30/9/2020,2/1/2010,2010
15525,442110,Furniture Stores,CHGOFF,0,30/9/2020,2/1/2010,2010
15526,541211,Offices of Certified Public Accountants,PIF,0,30/9/2020,2/1/2010,2010
15527,112320,Broilers and Other Meat Type,EXEMPT,0,30/9/2020,2/1/2010,2010
15528,441110,New Car Dealers,PIF,1,30/9/2020,2/1/2010,2010
15529,722110,Full-Service Restaurants,CANCLD,0,30/9/2020,2/1/2010,2010
15530,332996,Fabricated Pipe and Pipe Fitting Manufacturing,PIF,0,30/9/2020,2/1/2010,2010
15531,423220,Home Furnishing Merchant Wholesalers,PIF,1,30/9/2020,2/1/2010,2010
15532,561910,Packaging and Labeling Services,PIF,0,30/9/2020,2/1/2010,2010
15533,541511,Custom Computer Programming Services,PIF,0,30/9/2020,2/1/2010,2010
15534,722211,Limited-Service Restaurants,PIF,0,30/9/2020,2/1/2010,2010
15535,722213,Snack and Nonalcoholic Beverage Bars,CANCLD,1,30/9/2020,2/1/2010,2010
